id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15
451;10351;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
452;10352;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
453;10353;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
454;10354;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
455;10355;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
456;10356;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
457;10357;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
458;10358;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
459;10359;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
460;10360;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
461;10361;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
462;10362;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
463;10363;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
464;10364;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
465;10365;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
466;10366;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
467;10367;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
468;10368;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
469;10369;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
470;10370;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
471;10371;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
472;10372;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
473;10373;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
474;10374;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
475;10375;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
476;10376;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
477;10377;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
478;10378;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
479;10379;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
480;10380;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
481;10381;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
482;10382;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
483;10383;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
484;10384;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
485;10385;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
486;10386;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
487;10387;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
488;10388;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
489;10389;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
490;10390;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
491;10391;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
492;10392;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
493;10393;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
494;10394;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
495;10395;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
496;10396;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
497;10397;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
498;10398;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
499;10399;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
500;10400;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
501;10401;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
502;10402;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
503;10403;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
504;10404;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
505;10405;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
506;10406;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
507;10407;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
508;10408;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
509;10409;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
510;10410;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
511;10411;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
512;10412;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
513;10413;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
514;10414;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
515;10415;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
516;10416;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
517;10417;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
518;10418;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
519;10419;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
520;10420;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
521;10421;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
522;10422;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
523;10423;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
524;10424;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
525;10425;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
526;10426;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
527;10427;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
528;10428;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
529;10429;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
530;10430;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
531;10431;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
532;10432;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
533;10433;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
534;10434;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
535;10435;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
536;10436;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
537;10437;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
538;10438;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
539;10439;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
540;10440;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
541;10441;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
542;10442;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
543;10443;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
544;10444;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
545;10445;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
546;10446;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
547;10447;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
548;10448;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
549;10449;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
550;10450;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
551;10451;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
552;10452;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
553;10453;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
554;10454;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
555;10455;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
556;10456;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
557;10457;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
558;10458;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
559;10459;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
560;10460;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
561;10461;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
562;10462;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
563;10463;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
564;10464;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
565;10465;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
566;10466;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
567;10467;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
568;10468;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
569;10469;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
570;10470;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
571;10471;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
572;10472;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
573;10473;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
574;10474;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
575;10475;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
576;10476;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
577;10477;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
578;10478;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
579;10479;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
580;10480;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
581;10481;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
582;10482;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
583;10483;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
584;10484;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
585;10485;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
586;10486;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
587;10487;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
588;10488;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
589;10489;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
590;10490;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
591;10491;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
